video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description,,
8JA7eoFaIWA,Ressignificando a Educação? | Jornada Inclusiva (2020),2020-08-10T13:00:03Z,UCRLAprEtmkjz5AxgoKq579g,MultiRio,27,2020-08-12T00:00:00Z,educação inclusiva|educação especial|educação|inclusão|pcd|crianças com deficiência|alunos com deficiência|secretaria municipal de educação do rio de janeiro|multirio|IHA|instituto helena antipoff,41923,4224,48,2183,https://i.ytimg.com/vi/8JA7eoFaIWA/default.jpg,False,False,"Palestrantes: Claudia Linhares Lucas Ferreira, professora, neuropsicopedagoga e integrante da equipe do Instituto Municipal Helena Antipoff, e Fanni Hamphreis da Silva, professora, fonoaudióloga e integrante da equipe do Instituto Municipal Helena Antipoff.A Secretaria Municipal de Educação, por meio do Instituto Helena Antipoff, promove a Jornada Pedagógica da Educação Inclusiva com o tema Desafios e possibilidades do século XXI.=======================================Acesse os produtos da MultiRio quando quiser! Na TV: canal 26 e canal HD 526 da NET-RioAssista à nossa programação on-line: https://goo.gl/e1PgkLPortal MultiRio: http://www.multirio.rj.gov.br/ =======================================Confira os perfis da MultiRio nas redes sociais: http://www.fb.com/multiriohttp://www.twitter.com/multiriohttp://www.instagram.com/multirio_oficial",,
Qi0uzxKWs_M,Maiara e Maraisa & Marília Mendonça - Te quero pra mim (Official Music Video),2020-08-09T14:00:09Z,UCULzCZWkkOb9dW8rr6dguQQ,Maiara e Maraisa,10,2020-08-12T00:00:00Z,se olha no espelho|cristiano araujo|maiara e maraisa|show completo|o que temos pra hoje é saudade|efeitos|ce que sabe|Jorge & Mateus (Musical Group)|Gusttavo Lima (Musical Artist)|Música Sertaneja (Musical Genre)|Rede Globo (TV Network)|Luan Santana (Musical Artist)|Pessoa Errada|Maiara e Maraisa Pessoa Errada|lançamento|patroas|marilia mendonça|workshow|te quero pra mim|edson e hudson,888518,34085,361,511,https://i.ytimg.com/vi/Qi0uzxKWs_M/default.jpg,False,False,"INSCREVA-SE NO NOSSO CANAL: https://goo.gl/8rlBhZ Para shows: (62) 3241-7163 / (62) 9 9109-9766comercial@maiaraemaraisa.com.brDireção: AT+G PRODUÇÕES / ANSELMO TRONCOSOClique aqui e ouça a música:  https://SomLivre.lnk.to/Patroas_EP3[Letra]Compositores:  Edward/ Edson/ Marquinhos/ Mark Daniel/ RaulzinhoChego em casa, já é de manhãDepois de uma noite de amorO pensamento não saiSe eu pudesse voltar atrásPra sentir o seu calorPra te abraçar pra te beijarPra saciar essa louca paixãoTe quero pra mimViajar no seu prazerNo seu mar azulEntão acender ainda mais esse tesãoEu nem quero dormirTe quero pra mimNa minha camisa, o seu batomO cheiro do suor do nosso amorMas o que eu vou fazerPra esquecer vocêSei que não vou mais te terPra te abraçar pra te beijarPra saciar essa louca paixãoTe quero pra mimViajar no seu prazerNo seu mar azulEntão acender ainda mais esse tesãoEu nem quero dormirEu te queroPra te abraçar pra te beijarPra saciar essa louca paixãoTe quero pra mimViajar no seu prazerNo seu mar azulEntão acender ainda mais esse tesãoEu nem quero dormirEu te quero pra mimPra te abraçar pra te beijarPra saciar essa louca paixãoEu nem quero dormirEu te quero pra mim (oh oh no, no, no)Eu te quero pra mimTe quero pra mimMAIARA E MARAISA: Spotify | https://spoti.fi/3gMfxPEInstagram | https://www.instagram.com/maiaraemaraisaTwitter | https://twitter.com/MaiaraeMaraisaFacebook | https://www.facebook.com/maiaraemaraisaoficial#MaríliaMendonça #MaiaraeMaraisa #Patroas",,
98-k9PYbR-A,Live Fábio Jr. | Especial Dia dos Pais,2020-08-09T21:23:52Z,UCAYyeCBGfTkX5u4jx7yqPcQ,Fábio Jr. Oficial,10,2020-08-12T00:00:00Z,Fabio Junior|Fabio Jr|live Fabio Junior|musical|show online|ao vivo|dia dos pais|música|cantor|band|fábio jr|fábio junior,308052,14826,253,261,https://i.ytimg.com/vi/98-k9PYbR-A/default.jpg,False,False,Siga Fábio Jr:https://fabiojr.com.brhttps://www.instagram.com/fabiojroficial/https://www.facebook.com/FabioJrOficial/https://twitter.com/oficialfabiojr,,
B1avsIa84Bs,TROLLEI MEU MARIDO | DEU RUIM?,2020-08-09T23:00:02Z,UCPa8vElq5yFo3wV6BY6HqoQ,Simone Mendes,22,2020-08-12T00:00:00Z,[None],1444625,189985,563,4086,https://i.ytimg.com/vi/B1avsIa84Bs/default.jpg,False,False,"Miglos e miglas! Olha só o que eu aprontei com o Kaká: sentei ele comigo pra gravar um vídeo de casal e fingi surpresa quando chegou um presente da produção. Imagine se ele não ficou roxo de raiva! Esse aí espumou, foi difícil me segurar! Tá pronto pra essa trollagem?",,
QvolowmwhB8,Live Gil Mendes e Walkyria Santos / BBQ Show Gil e Wal,2020-08-09T23:35:26Z,UCbFd5vmueW5bynE7HndCRTw,Walkyria Santos,10,2020-08-12T00:00:00Z,live ao vivo|walkyria|gil mendes|walkyria santos,395531,9231,187,83,https://i.ytimg.com/vi/QvolowmwhB8/default.jpg,False,False,#fiqueemcasa e cante #comigo,,
cLndIO1A7Fc,COMO REALMENTE É O MEU CABELO NATURAL? *RESULTADO REAL SEM SECADOR* 🔥,2020-08-10T14:17:57Z,UClaMT8WKna11fOahRVgpp2Q,Vandressa Ribeiro,22,2020-08-12T00:00:00Z,cabelo cacheado|cachos|cabelo natural|cabelos|curly|culr hair|tutorial curly|tutorial cabelos|cabelos cacheados naturais|vandressa ribeiro|blogueira cristã|blogueira cacheada|tutorial cachos,65316,14056,116,675,https://i.ytimg.com/vi/cLndIO1A7Fc/default.jpg,False,False,"Não esqueça de avaliar o vídeo e se inscrever no canal para mais vídeos! Beleza?

ME SIGA NAS REDES SOCIAIS:
SNAPCHAT: vandressarib
BLOG: http://www.vandressaribeiro.com.br
INSTA: https://instagram.com/vandressarib
FACE: https://www.facebook.com/vandressarib
TWITTER: https://twitter.com/vandressarib

CAIXA POSTAL:
14 CEP: 64600-970 Picos - PI

CONTATO EMPRESARIAL: 
contatovandressaribeiro@gmail.com",,
OxRlSOfucMY,MEU PAI JOGOU FREE FIRE PELA PRIMEIRA VEZ!,2020-08-09T18:00:03Z,UCyFYPXT86-EHqI462wf6bpA,LOUD VOLTAN,20,2020-08-12T00:00:00Z,Loud|free fire|emulador free fire|voltan|loud voltan|pai,244023,67695,316,2804,https://i.ytimg.com/vi/OxRlSOfucMY/default.jpg,False,False,"Siga nas Redes Sociaishttps://dis.gd/LoudVoltanInstagram: https://www.instagram.com/loud.voltan/Se inscreva no canal: https://bit.ly/LOUDvoltanCanal de Lives: https://nimo.tv/loudvoltanSe inscrevam no Canal e ativem o sininho para não perder as notificações de novos vídeos diários.Free Fire é um jogo com ótima qualidade FPS móbile em que no total de cinquenta jogadores que caem de paraquedas em uma ilha em busca de armas e equipamentos em tempo real a fim de matar os outros players. Os jogadores escolhem à vontade a posição inicial, pegam armas e suprimentos para aumentar o tempo de vida na batalha. Estarei dando dicas das melhores estratégias para sobrevivência e matar seus inimigos da melhor forma.Contato comercial: agencia@loud.gg#freefire #proplayer #loudhttps://bit.ly/LOUDlzinnhttps://bit.ly/LOUDjordanhttps://bit.ly/LOUDcoringahttps://bit.ly/LOUDnodahttps://bit.ly/LOUDbakhttps://bit.ly/LOUDlasershttps://bit.ly/GsLOUDhttps://bit.ly/LOUDwillhttps://bit.ly/LOUDleleohttps://bit.ly/LOUDshariinhttps://bit.ly/LOUDthurzinhttps://bit.ly/LOUDvinixzhttps://bit.ly/LOUDmiihttps://bit.ly/LOUDbabihttps://bit.ly/LOUDbradoockhttps://bit.ly/LOUDvoltanhttps://bit.ly/LOUDthaiga",,
Chlzp6tzUa8,BOTECO DO BL EM CARUARU - PE,2020-08-10T01:07:46Z,UCzHEab3k7z679IELvxCaCXg,Batista Lima Oficial,10,2020-08-12T00:00:00Z,Batista Lima|Amor|Live|Forró|Cantor|BL|Româtico|Sertanejo|Sofrencia|Youtube|Caruaru|Acústico|Boteco|Bar|Cerveja|Tomar Uma,246429,10536,143,77,https://i.ytimg.com/vi/Chlzp6tzUa8/default.jpg,False,False,09/08/2020APOIO:HOSTDIMEWWW.HOSTDIME.COM.BR/VEMPROFUTURO@hostdimebrAZULIM@azulim_oficial  / @start_quimica_oficialVODKA BOLVANA@vodkabolvana / @pitu BOM LEITE@bomleiteoficial MONTE PASCHOAL@montepaschoal ÓTICAS DINIZ@oticadinizpe TODO BOM@produtostodobom SAFPE WWW.SAFPE.COM.BRMULTVIDROS@vidrosmultTINTAS UNILUX@tintasuniluxCOMPARE DISTRIBUIDORA@comparedistribuidora METROPOLITANA FM@metropolitanafmcaruaru BRISA NETWWW.BRISANET.COM.BRCAFÉ PILÃO@cafepilaoASSEPETGEL@asseptgel_oficialGOLAÇO BET@golacobetoficialGRUPO ABS@grupo_absJUAGRO@juagroprodutosemaquinas @juagromaquinasTHE GARDEN GASTRO BAR@thegardengastrobar CRIATIVUS SOLUÇÕES AUDIOVISUAIS@ronincampos SILUETS@siluets_caruaru CARUARU CONTÁBIL @caruarucontabil ORTOCLEVES@ortocleves HOTEL ROTA 232WWW.ROTA232HOTEL.COM.BRCAIS RESTAURANTE@caisrestauranteFORROZÃO PROMOÇÕES@forrozaopromocoes,,
Rvl4Que--jY,MENINO OU MENINA? NOSSO BEBÊ É... NOSSO CHÁ REVELAÇÃO! | Lidiane Pícculi,2020-08-09T21:00:09Z,UCGjRvqPXfPc876-CytNWWWQ,Lidiane Pícculi,22,2020-08-12T00:00:00Z,lidiane|pícculi|picculi|lidiane pícculi|vida|dona|casa|gravida|gestante|mae aos 22|mae de primeira viagem|gravidez|gravida aos 22|maternidade,150416,21348,188,2083,https://i.ytimg.com/vi/Rvl4Que--jY/default.jpg,False,False,QUER ME ENVIAR UM MIMO? 😍Lidiane PicculiCaixa Postal: 30081Rio de Janeiro - RJCEP: 21350-970-----------------------------------------------Minha Lojinha no Instagram: https://www.instagram.com/picculistore/ME SIGA NO INSTAGRAM: https://www.instagram.com/LidianePicculi/FB Coisa de Meninas :https://www.facebook.com/coisademeninas02Email para contato/Parceria : lidipicculicontato@gmail.com,,
p3toYf2awwY,Live - VN Presente Dia dos Pais,2020-08-10T00:53:53Z,UC4DPbq-SldG-FHxZ8Ne2s5w,Vicente Nery,10,2020-08-12T00:00:00Z,Vicente Nery|Dia Dos Pais|Forró|Feliz dia dos pais|Brasil|Nordeste,322097,7958,144,55,https://i.ytimg.com/vi/p3toYf2awwY/default.jpg,False,False,Live - VN Presente dia dos Pais Acompanhe o Vicente Nery nas redes sociais:- Instagram: https://www.instagram.com/vicentenery_- Facebook: https://www.facebook.com/oficialvicen... - Twitter: https://twitter.com/VicenteNeryy#VicenteNery #ObrigadoMeuDeus #PodeCopiar #Live #DiaDosPais,,
6pcpjVNlsRk,MANGANDO E APRENDENDO NOS JARDINS DE VERSALHES - PARTE 2,2020-08-10T14:52:14Z,UCsEwHJgCM3az4L_HBIkGwfQ,Max Petterson Monteiro,19,2020-08-12T00:00:00Z,max|Petterson|Freitas|monteiro|paris|Versalhes|Versailles|jardins|mangando|aprendendo|franca|Europa|dicas|viagens|cearense|castelo|fontes,57363,12993,31,729,https://i.ytimg.com/vi/6pcpjVNlsRk/default.jpg,False,False,"No vídeo de hoje eu trago a segunda parte da nossa aventura pelos domínios reais de Versalhes. Vamos conhecer um dos jardins mais belos e antigos do mundo!  Os jardins nem sempre estão com todas as fontes ligadas. Existe um calendário para o evento das águas. Esse evento é pago, quando as fontes não estão funcionando a entrada é gratuita.Para mais informações acesse o site: http://en.chateauversailles.fr/discover/estate/gardensPara visitas guiadas por Paris: Reservas: https://www.descobrindo.parisMe siga nas redes sociais:Instagram: https://www.instagram.com/maxpetterson/Facebook: https://www.facebook.com/maxpettersonmonteiro/",,
zmPZt9vNtGY,Yoga Matinal | 12 Min - Pri Leite,2020-08-10T09:00:10Z,UCehH0gfC-ivKz_htoMHxHtA,Pri Leite Yoga,26,2020-08-12T00:00:00Z,aula de yoga para iniciantes|yoga em casa|ioga para iniciantes|how to|wellness|lifestyle|inspiration|body mind|Pri Leite|Canal da Pri|aula de yoga gratuita|yoga para ansiedade|como fazer yoga|blog|saúde|bem-estar|zen|yoga lifestyle|yoga inspiration|yoga girl|ioga|yoga em português|autocuidado|amor próprio|transformação|gratidão|refúgio|fique em casa|comigo|free|gratis|yoga matinal|hatha yoga|ioga matinal|milagre da manhã,34553,7557,18,703,https://i.ytimg.com/vi/zmPZt9vNtGY/default.jpg,False,False,"Vamos começar o dia super bem? ( mesmo quando acordamos atrasados ou estamos com pouco tempo disponível? ) Essa aula de yoga matinal é perfeita para rolar da cama no tapetinho! Em um ritmo acessível e com posturas que auxiliam a aquecer a sua coluna e quadris, acessar sua respiração consciente,  e criar sua intenção para um novo dia. Cultive desde cedo a energia que você quer nutrir e atrair durante o seu dia. Aula redondinha porém rápida para falta de tempo não ser desculpa! Vamos?Do meu coração para o seu,Pri#prileiteyoga #yogagratuita #yogaemcasa🔔 Assine o canal aqui https://www.youtube.com/prileiteyoga💌 Cadastre-se e receber o meu calendário de yoga gratuito 📅 + minha carta semanal do coração  + ☀️ meu guia de saudação ao sol para iniciantes  GRATUITO aqui:  https://www.prileiteyoga.com.br/🌻 APOIE o Canal e tenha acesso a conteúdo EXCLUSIVO através da plataforma 🌻✨🌻 https://www.girassolyoga.com.br/🌻✨💕 Convide um amigo para praticar com você!!! 💕 Mais amor:https://www.prileiteyoga.com.br/IG: @PriLeiteYoga & @Canal.da.PriFB: https://www.facebook.com/pg/priscillaleiteyogaTwitter: @PriLeiteYogaPinterest: Pri Leite Yoga",,
QGkAFllgiBY,A COMUNIDADE - ALUGUEL!,2020-08-10T12:00:06Z,UCoIrFSMG4kt0hNF6KBgga0w,Dinah Moraes,23,2020-08-12T00:00:00Z,[None],557762,56579,1088,2582,https://i.ytimg.com/vi/QGkAFllgiBY/default.jpg,False,False,Gostou do vídeo? Se inscreva no canal e deixe seu like! Ative o sininho para não perder nenhum vídeo! Vídeo novotoda segunda e sexta! Me encontre nas redes sociais!Instagram:   https://instagram.com/dinahmoraesofTwitter: http://www.twitter.com/dinahmoraesofFacebook: https://www.facebook.com/DinahMoraesM/ROTEIRO E DIREÇÃO:Dinah MoraesEDIÇÃO:https://instagram.com/glaubertchaves_ofPARTICIPAÇÕES ESPECIAIS:https://instagram.com/jaymemenonhttps://instagram.com/italotomazofhttps://instagram.com/niiwteixeirahttps://instagram.com/galhada_personagemhttps://instagram.com/clecyane_bragahttps://instagram.com/Joeltonbrasilhttps://instagram.com/saracastronamhttps://instagram.com/malaquiasceMusic: Epidemic Sound,,
7Mo932dwAZA,Now United - Nobody Fools Me Twice (Official Home Video),2020-08-08T15:00:09Z,UColnnUYyz7CWjhzpF1kASnw,NOW UNITED,10,2020-08-12T00:00:00Z,Now United|Nowunited|New united|one united|now united episode|the now united show|bailey may|now united bailey may|summer in the city|now united members|now united show|we are now united|nowunited philippines|now united any|now united sina|josh beauchamp|noah urrea|now united|mame|diarra|فرقة now united|ناو يونايتد|nobody fools me twice|heyoon|korean|k-pop,2758839,398873,4887,52794,https://i.ytimg.com/vi/7Mo932dwAZA/default.jpg,False,False,"Now United Presents: ‘Nobody Fools Me Twice’Filmed in: Los Angeles, California안녕 uniters 💕Ahh this was such a special experience !Nobody Fools Me Twice is a song that everyone can relate to, had a lot of meaning to me personally so i’m just grateful to share with you guys ! Every shot has a story behind it from my experiences and hope you guys have fun finding out what they are ! This music video really brought me to a creative challenge since everything had to be shot in my small apartment with minimum resources 🦋 I want to Thank our team and everyone who supported me on this , especially Dima Kovalchuk , Hayley Costey for making my visions come true ❤️Love Heyoon 💕#NowUnitedNobodyFoolsMeTwiceProduction by @ownthelightFilmed by Dima KovalchukDirected by Heyoon Jeong, Hayley Costey, Dima KovalchukEdited by Dima Kovalchuk, Leo AkagiProduced by Leroy “Big Taste” Clampitt.Written by Leroy “Big Taste” Clampitt, Sarah Hudson & Stephenie Nicole Jones.Drums, guitar and keyboard programming by Leroy “Big Taste” Clampitt.Mixed by Anders Hvenare.Follow NOW UNITED for more updates:Instagram: http://www.instagram.com/nowunitedFacebook: http://www.facebook.com/NowUnitedTwitter: http://www.twitter.com/nowunitedmusicNOW UNITED's official website:https://www.nowunited.com/Songwriting & Publishing Credits:Leroy Clampitt (ASCAP), Sarah Hudson (ASCAP) Stephenie Nicole Jones",,
pMsoGUJQPgI,Boteco do Arlindinho - EM NOME DO PAI!,2020-08-10T03:25:05Z,UCuZow3ggUzdyxctzuWGh-Og,Arlindo Cruz,10,2020-08-12T00:00:00Z,arlindo cruz|arlindo|cruz|arlindinho|arlindinho cruz|samba,117792,3913,61,43,https://i.ytimg.com/vi/pMsoGUJQPgI/default.jpg,False,False,Arlindinho presta uma homenagem ao seu pai Arlindo Cruz no dia dos pais. O repertório contará com as composições do Arlindo Cruz. Será uma live cheia de momentos emocionantes. Contará com convidados filhos de músicos tbm!,,
V2fU421OUCM,Isso mexe com o psicológico de qualquer homem,2020-08-09T23:30:01Z,UCg9yqHmCfneXDvmqqQw-CLA,Ítalo Ventura,22,2020-08-12T00:00:00Z,#Relacionamentos|#ComoConquistarUmHomem|#OqueOsHomensQuerem|#EuSouMAV|#ProjetoEU|#italoventura|metodoMAV,66686,11571,137,829,https://i.ytimg.com/vi/V2fU421OUCM/default.jpg,False,False,🙋‍♀️ Baixe o e-book OI SUMIDA https://lp.italoventura.com/ebook/captura/ebk-oisumida-yt-v2⚫ Garanta sua Vaga para o Workshop QUEBRANDO O CÓDIGO DOS HOMENS »  http://bit.ly/wsquebrandoocodigo📲Entre para o nosso grupo #MAV no Telegram » http://abre.ai/mavtelegram🎙Assine meu Podcast » http://abre.ai/italoventurapodcast🔵 Me Segue no Instagram » https://www.instagram.com/italoventura/----------------------------------------------------------------------------------------------------------#Relacionamentos#ComoConquistarUmHomem#OqueOsHomensQuerem#EuSouMAV#ProjetoEU#italoventura,,
w0BI68Ro-xU,Hiosaki - Desculpa,2020-08-09T23:30:11Z,UCBnjBPhqZdk5_70oaYuNyDw,Hiosaki,10,2020-08-12T00:00:00Z,hirosaki|sad|não sou eu|sad songs|sad music|sad musics|sad piano|music for insomnia|hiosaki|jao|duda beat|sofrencia pop|lançamentos 2019|hiosaki playlist|sadstation|royal producoes|hiosaki preciso conversar|hiosaki eu odeio amar voce|hiosaki eu odeio amar voce status|hiosaki eu quero voar|hiosaki se um dia eu morrer|hiosaki meu coração ta morrendo|hiosaki me sinto feio|nunca|hiosaki mix|hiosaki saudade doi|hiosaki desculpa|odeio tudo|desculpa,74914,20298,70,1212,https://i.ytimg.com/vi/w0BI68Ro-xU/default.jpg,False,False,"Adicione Minha Nova Música em sua Playlist!smarturl.it/HiosakiMe Siga no Instagram:www.instagram.com/hiosakioficialDesculpa (Hiosaki)Vai ser melhor pra nós que tudo fique assimVocê cuidando da sua vida bem longe de mimEu sei que a gente não foi um casal perfeitoMas só com o teu sorriso eu ficava satisfeito, né?Doeu, doeu, mas tem que ser assimNosso amor foi conto de fadas, só que sem final felizEu sei que às vezes falta um pouco de maturidadeMas nosso amor faltou mais que reciprocidadeQuantas noites eu fiquei te observandoAgradecendo por ter você aqui comigoMas por que diabos teve que ser assim?Você passou a ser meu pior inimigoTá difícil escrever essa cançãoTá doendo demais o meu coraçãoTalvez eu nem continue mais issoTodos os meus sentimentos foram jogados no lixoTá difícil escrever essa cançãoTá doendo demais o meu coraçãoTalvez eu nem continue mais issoTodos os meus sentimentos foram jogados no lixoAgora sei que você deve estar em algum lugarO foda é que cê consegue viver sem mimMas o foda também é que eu não vivo sem vocêE se você não está aqui eu não consigo dormirAgora sei que você deve estar em algum lugarO foda é que você consegue viver sem mimMas o foda é que eu não vivo sem vocêSe você não tá aqui eu não consigo dormirMe desculpa por tudoEu tentei ser seu mundoMas fracasseiEquipe Royal ProduçõesDireção A&R - Santiago FerrazLabel Manager - Ornela FerrariHead de Marketing - Theigor DudliLyric video e design gráfico - LukinIlustração da capa - HyogoProdução musical - Santiago FerrazArranjo, piano e violões - Carlinhos CokoMixado e masterizado por Santiago Ferraz nos estúdios da Royal ProduçõesComunicação e Estratégia: La Mark Creative Strategy©️ 2020 Royal Produções",,
fz_4tSiYDvU,CBLoL 2020: 2ª Etapa - Fase de Pontos - Md1 | Semana 10 - Rodada 21,2020-08-09T20:44:27Z,UC48rkTlXjRd6pnqqBkdV0Mw,LoL eSports BR,20,2020-08-12T00:00:00Z,CBLoL 2020|CBLoL 2020 1ª Etapa|CBLoL|Riot Games|LoLEsports|LoL|League of Legends|Transmissão CBLoL 2020|CBLoL 2020 ao vivo|Ao Vivo|assistir CBLoL 2020|CBLoL 2020 português|Flamengo eSports|Flamengo|FLA|paiN Gaming|paiN|PAIN|Furia Uppercut Esports|Furia|Uppercut|FUR|INTZ|Redemption Porto Alegre|Redemption|RDP|Prodigy Esports|Prodigy|PRG|KABUM E-SPORTS|KABUM|KBM|Vivo Keyd|Vivo|Keyd|VK,747524,24785,522,118,https://i.ytimg.com/vi/fz_4tSiYDvU/default.jpg,False,False,CBLoL 2020: 2ª Etapa acontece de 06 de Junho a 5 de Setembro com transmissões AO VIVO no YouTube de LoL Esports BR às 13h (Horário de Brasília).Curtiu? Inscreva-se no canal de LoL Esports Brasil: https://bit.ly/2CjNFQeAcompanhe a cobertura completa da 2ª Etapa do CBLoL 2020 em: https://watch.lolesports.comConfira nossa agenda: https://bit.ly/2EtapaCBLoLFase de Pontos - Md1 | Semana 10 - Rodada 21  Jogo 1 - 13h: Vivo Keyd (VK) x FURIA (FUR)Jogo 2 - 14h: paiN Gaming (PNG) x Prodigy Esports (PRG)Jogo 3 - 15h: INTZ (ITZ) x KABUM E-SPORTS (KBM)Jogo 4 - 16h: Santos HotForex (SAN) x Flamengo Esports (FLA),,
GaKmUXdzT0Y,NETO DETONA LUAN POR NÃO BATER PÊNALTI CONTRA O PALMEIRAS: PIPOQUEIRO,2020-08-09T01:14:05Z,UCg4y0neDAbTFqkcWQtBnWsA,Craque Neto 10,17,2020-08-12T00:00:00Z,craque neto|craque neto 10|neto|craqueneto10|craque neto pistola|neto pistola,570150,28675,1715,3616,https://i.ytimg.com/vi/GaKmUXdzT0Y/default.jpg,False,False,"Após a derrota do Corinthians para o Palmeiras, mandei um recadinho pro Luan, garotinho. Dá só uma olhada.E aí, seu oreiudo, tá inscrito no canal? Não seja um pé de rato e inscreva-se e ative o sininho pra não perder nenhum vídeo do Craque Neto aqui no YouTube.Se liga na programação:Toda segunda tem “As Histórias do Craque Neto”Às terças rola o “10 a 1”Na quarta você confere o “Tudo Menos Bola”Na sexta tem o “Uma Vida de Chuteiras”No sábado divirta-se com o “Neto Pistola”E não perca aos domingos o “Por Trás das Câmeras”Siga o Neto também nas outras redes sociais:Instagram : https://www.instagram.com/10netoFacebook : https://www.facebook.com/craquenetoTwitter : https://twitter.com/10neto",,
NMvOvq7GDbk,FLAMENGO 0x1 ATLÉTICO MG - CAMPEONATO BRASILEIRO 2020,2020-08-09T21:52:42Z,UC7Iw8YAkr08cuFYbVnmsw3w,CANHOTINHA 70,17,2020-08-12T00:00:00Z,[None],86879,11866,1088,2943,https://i.ytimg.com/vi/NMvOvq7GDbk/default.jpg,False,False,"Que jogo!! Atlético foi um time surpreendente. O Atlético marcou muito e foi pro jogo no contra ataque. O Galo foi um time objetivo, que joga fechado e vai pra frente com rapidez. Achei que o Flamengo estava em outra rotação.Justo o resultado, quem não faz leva...SE INSCREVA NO CANALDEIXE O SEU LIKEDEIXE O SEU COMENTÁRIOCOMPARTILHE E DIVULGUE O CANALINSTAGRAM: @CANHOTINHA70#Flamengo#Atlético#CampeonatoBrasileiro",,
KF5psaMKlVU,21 CLICHÊS ABSURDOS DO CINEMA QUE SEMPRE IRRITAM AS PESSOAS,2020-08-09T15:30:45Z,UCboK4EZXs0YRg_YVASzO-vg,Peter Aqui,24,2020-08-12T00:00:00Z,melhores filmes|piores filmes|cliche cinemas|cliches dos cinema|cinemas|erros cinemas|erros em filmes|cenas em filme|cliches em filmes de terror|cliches em filme cinema|react|reagindo|reação,176301,40654,197,2552,https://i.ytimg.com/vi/KF5psaMKlVU/default.jpg,False,False,"https://bit.ly/Peter_binomoDobre seu valor com o cupom: FURR100O cinema é cheio de clichês absurdos, por isso eu decidi fazer um video reagindo a alguns clichês do cinema que deixam as pessoas muito irritadas. Matéria Original: https://www.buzzfeed.com/br/jasminnahar/cliches-do-cinema-que-sempre-irritam-as-pessoasSIGA NAS REDES SOCIAIS :
https://www.instagram.com/petjordan
https://www.facebook.com/petjordan 
https://twitter.com/peterjordan100

MANDE UM PRESENTINHO :) 
Caixa Postal 95121 - Cep: 25655-970
Petrópolis / RJ

Canal da Andreza: https://goo.gl/cP51Kc
Canal do Breno: https://goo.gl/rwmhoX",,
u7ionL8oHxc,"Live A Minha, A Sua, A Nossa História – Mastruz com Leite e Cavalo de Pau",2020-08-09T04:31:51Z,UCM90FaSFuIXwj6-oZMrbNsA,Mastruz com Leite,10,2020-08-12T00:00:00Z,live do bem|mastruz com leite|michele andrade|mastruz|michele|mastruz e michele|live|forró,749951,27327,447,397,https://i.ytimg.com/vi/u7ionL8oHxc/default.jpg,False,False,"Live A Minha, A Sua, A Nossa História em parceria com a banda Mastruz com Leite e Cavalo de Pau!Siga Mastruz com Leite nas Plataformas Digitais: https://linktr.ee/mastruzcomleiteoficialSiga Cavalo de Pau nas Plataformas Digitais:https://linktr.ee/forrocavalodepau",,
